TEXT,ID,Human codes,gpt-3.5-turbo,Claude 2,llama13b-v2-chat,llama7b-v2-chat,Relational Uncertainty
"The things I feel very certain about in my relationship with my partner regard our commitments and our values. No matter what is going on in the relationship, I feel assured that my partner and I will continue to commit to one another, that we will share the same values consistently. I am also certain that we will do well with one another into the future; I feel optimistic about the state of my relationship. I trust in the feeling that while we may not be soul mates, we are in love and we will work hard for each other. I am most uncertain, however, about things outside of my control that may put an end to our relationship. Sometimes I can't control things that happen. For example, if health complications arrived unexpectedly, this would be an uncertainty. One can never truly predict the future in regard to health, happiness, and such things. Further, there is the uncertainty that both my partner and I will continue to change throughout our lives together. The people we were when we got together might be very different from who we are at the end, whenever the end is. All in all, I feel certain that our relationship can weather any kinds of disagreements. I also feel certain that the two of us will be successful in life, together.",75,5,4,4,5,5,4.88
"I am certain that we love each other, we enjoy talking to each other and we are friends. Also, i am certain that we like to spend time together. We share many interests in common. We like the same type of movies such as superhero, action, thrillers and comedies. I am certain that we have similar goals in life. One goal is to increase our income so we can have more free time and be able to travel without worrying about budget or finances. In addition, I am certain that we share the same spiritual values. We worship together as a couple and we believe the same core principles of Christianity.  Finally, I am certain that we appreciate the simple things in life. Sometimes we just like to sit home, eat a good meal and watch a movie. This makes us both totally happy.   Things that I am uncertain about in my relationship is how he feels at time. My partner has a tendency to remain stoic during all situations. he is hard to read, therefore I am not certain how he truly feels about a situation. I ask him and he tells me how he feels but you never really see it in his behavior because he has one mode. This makes me feel a little uncertain, because you definitely have to believe what he says. There is no emotional response to view from him. Another thing I am uncertain about is his plans for us after the kids are finished with school. I suggested we move or travel and just experience the freedom of the empty nest. He has not really said yes or no. It makes me wonder if he really wants to do anything at all. I do not know if I want to continue to live in this city for the rest of my life therefore if he does not want to move do I leave him or just spend extra time traveling. I want to maintain my relationship but I want to experience new things too.",144,3.5,3,4,4,6,5.5
I am very certain about where my relationship stands.  We both have a very clear path on what we want to come in the future for us.   I feel as if we both can relate and we both understand what it is that we want in the end .  I guess i can say that i am certain that we would both like get married one day. I am also very certain that she loves me as much as i love her .  Some things that i am uncertain about in my relationship is where we will be in the future because nobody can determine the future .  Other things that i am uncertain about is if we will make it to marrige because of the price that it cost to have a wedding now days can be very expensive and has lots of fees that come along with that .  I am very certain that we will make it work in the end because we are both very compatible together and we have very good communication skills as a couple .  I am uncertain that she will feel the same as she does now in the future because nobody can determin the future that is .,2,4.5,5,3,5,5,4.06
"1) Certain things about my partner is she is so caring and then most of the time we were always caring for each othr we spend most of the times outside we were very much connected she helps me in all axpect in terms of love and support she may not talk toomuch and didn't interfere with personal matters of my life she makes interfere only that makes me worse so she always makes decision based upon the criteria which suites me will but she doesn't go beyond that so most of the time she is calm type and caring .Many teenagers just don t understand the responsibilities that go along with being sexually active, they don t even think about them. But maybe they should sit back and think before taking part. People should not be having sex just to have it, but because they are in love.For us it didn't apply.In the film Good Will Hunting, many personal relationships are displayed. From the beginning, to the end, you can see these relationships grow, while taking an evolutionary course. During the film, Will (Matt Damon), and Skylar (Minnie Driver), experienced such a course. There are six stages that they went through from the beginning to the end, to finally reach Romantic Relationship status.our relationship is just like that. thank you for giving me this oppurtunity.",82,5.5,4,3,5,6,3.38
"Sometimes I'm very uncertain about my relationship. Because I'm never sure what could happen, simply because things can happen. You really never know what could happen with it. Because everything can change and you could never know when it could happen. That's something to think about, so you need to really be cautious about relationships because anything can happen. I'm sometimes certain about it because I feel good about a person and I think that they are really good at what they do to make me feel comfortable and good about myself and the overall relationship. That alone gives me confidence in us and makes me believe that we have a future. With that it makes me understand more about relationship and how I could feel better about all of this, because you know what you have. I think having a good relationship can make you feel comfortable and make you feel comfortable with them. You need to have that because you won't be questioning yourself or questioning that relationship that you are in. That's something I think most people need and want to have so they can feel good about themselves and their partner. It'll also help the relationship and make everything better. You never want to question your partner about anything or make yourself feel very uncertain.",61,3,4,4,4,5,3.5
"I'll start with uncertainties to organize my thoughts better. The biggest one is whether we should have a kid or not. We both kind of want one, but we have different priorities and time goals for it. Sometimes I'm not sure if she likes me making new female friends even though ones I had before I met her seem fine. I also worry about her family not liking me will lead to her having doubts about us. I get worried she is upset with me when she seems distant. I wonder if love is enough for her to want to stay with someone like me. And finally, I'm currently negative about myself for gaining weight since she stays in shape. For certainties, I know we love each other. Our relationship is in a good position right now. Even though we're both focusing on work, neither of us are needy with the others attention. I trust her not to sleep with other people. We can count on each other in times of duress. Our sex life is good enough. I know if I have a hard day, she will try to make time for me if possible. I can count on her to not lie to me unless it is someone else's secret. We trust each other to get things done. We know what each other wants from our careers, and what we expect of the other person. We've talked about our futures a lot, so we both know that we're in this for the long run.",110,3.5,4,3,5,6,5.19
"In my relationship with my partner, I feel I am certain about the commitment, the feelings I have for my partner, loyalty, respect, love, care. Many things that go in everyday situations I feel connected to my partner and feel that I am certain about my future with my partner. Our relationship is strong and made for each other couple.  There are uncertain things that go around where my feelings get disturbed, I feel uncertain about our relationship when we fight, argue, quarrel, ignore. Our goals are not the same, we have completely opposite nature, that causes troublesome in many ways. Many times we don't understand each other, the feelings for each other, the respect for each other, we never discuss anything about the future, about our goals in life, our plans, these things make me feel uncertain about our relationship. I feel I have more uncertain things than certain.   We know we are committed to each other but we never share our feelings, our thoughts, we avoid many things where we can do together. It's like you do your things, I do my things. Some good interference should be there in a relationship to hold together.  Our day starts with work, ends with work.",19,1.5,3,3,3,5,3.75
"Our relationship began when I was enrolled in a PhD programme and she was working full time. Over the past two years, a lot has changed in my life as I dropped out of PhD program and had two eye operations for treatment of a rare genetic eye disease. She has mostly lived a normal life, working a relatively stable job. This has led me to question our relationship many times and I have come to certain conclusions as I discuss below.  First and foremost is that I am pretty much certain that she like me in a romantic sense and not just supporting me through a tough time. I discussed my issues with her and implied many times that we can take a break and continue later once I sort my issues out but she got rather angry at such suggestions. Also, I am aware of what she wants in life and feel that we can make this relationship work in a way that we can both get what we want. She has shown immense support to me so I know that she has loyalty and is not easily wavered. I am now pretty much ingrained in her life through her family and friends and although we have not moved in together but I am certain that if we break up then it would be very painful not only to me but to her also.  On the other hand, there are still things I feel uncertain about this relationship. I am afraid to ask her to live together, to plan for something long term and whether her feelings will remain the same if I end up with more issues that I have to deal with. I am certain about her feelings for now but still have doubts whether she will feel the same way about me if I continue to have problems living a normal life (due to my eye disease) when she is ready to settle down and whether she will see me as someone who she can commit for life.  All in all, I can say that I am satisfied with my relationship for now but due to the issues discussed, I have some doubts about it for the long term.",151,3.5,3,3,4,6,4.63
"In my relationship with a girl things are very certain and uncertain. We are very on and off. But one thing is certain, we love eachother so much, which is amazing and trmendous for everyone involved.I think one uncertainty would be our future though. Im just not sure how long we can keep this up for it. will be so so so so so so so so so so hard. I think we should try for a little bit but that is it I don't know if anything else would make sense. I think another certainty would be the fat that we get along super well. That is a really god thing. Even when things are not working out, we still respect each other and are nice enough to not make things horrible. I think that is a crucial thing for people and they would want me to be happy/. We also have caring families that get alongwith eachother. I think this is a really special thing and it makes me very happy. I love it and think it makes sense for me because I get happy around her ad hers. They are all nice and make me smile a lot.",6,3.5,2,4,4,5,3.38
"It is certain that we married and committed to each other and our family.  I am certain that our relationship will continue for a very long time, and I am fairly certain that it will continue until one  of us dies.  In order for this to change, one or both of us would have to change all of our religious beliefs and basically our entire worldview. It is uncertain how happy we will be in the  relationship.  It is uncertain that the dynamics of the relationship will remain as they are now.  It is uncertain whether we will resolve some of the ongoing issues in our relationship.  Will we  change the way we divide up work and responsibilities in our relationship as our children grow up?  Will provider and or caretaker roles change? It is uncertain exactly what our relationship  will look like a decade from now or two decades from now.  It is especially uncertain how our relationship will fare as we transition to an empty nest sometime over the next 20 years.  Will we  be able to find common goals and interest once the children are largely out of the picture?  Will we draw closer together or further apart?  All of these things are uncertain.",27,4.5,2,5,4,6,5.44
"I am confident in my relationship as far as how we get along. We were best friends for approximately 10 years before we were ever a couple. This makes it much easier to talk about important issues an it helps us both to remember that we were friends first when we are having issues that need to be resolved. I think that because we have known each other for a long time, we got to know each other in more interesting ways BEFORE we were a couple. We have known each others previous partners and witnessed each others different relationships which we also learned a lot from. We have a very solid relationship and have learned that when we can't resolve certain issues that we can try to see each others point of view from a more friendship perspective and we can usually work things through that way. I am certain that as long as we continue to make an effort to work through our issues that we can get through them, no matter how large or small.  I am uncertain about my relationship only because I wonder sometimes if we are more friends than a couple. I think I feel this way sometimes because we do all of the things that best friends do together and sometimes I feel like if someone where to come along if they might be more interesting to my partner than I am. I do not feel this way often but I do think about it. Other than that I am fairly confident in the status of our relationship.",117,3,5,4,5,5,5.38
"There are a lot of things I am certain about in my relationship with my boyfriend. We live together and I am certain that it is a long term plan to stay together for any foreseeable future. I know that we are good partners and supportive of one enough. I am certain our love is deep and mutual. I am certain that aside from the romantic relationship we are absolutely best friends. I am certain that we have a lot in common on more than a superficial level, we share political and spiritual ideology. I am uncertain that our communication is truly open and honest as we bought would rather avoid an argument and lay down an issue than risk fighting with each other. I am uncertain of how much my partner respects me as he will make choices that affect me without consulting me including having overnight company over at inappropriate times, giving away things that were either purchased together, or by me solely without asking how I feel about it first. I am uncertain if we are sexually compatible because internal issues like insecurity and self esteem along with battles with depression and anxiety sometimes interfere with our intimate time together. I am uncertain if we will get married because my partner is not sure he wants to be a step father unless we have a child together also.",84,3.5,3,4,4,6,5.38
"I feel secure in my relationship and certain about most things. I'm pretty certain that my partner and I feel the same about each other, agree on the boundaries of our relationship, and know and accept each other's strengths and weaknesses. I'm certain that we know each other very well and know how to handle issues that may come up in our relationship. Communication is a strength of ours and I feel comfortable being able to completely express my feelings freely with my partner. I'm certain that my partner is committed to me and I am committed to them. I never feel that I have to question loyalty in this relationship.  Although I'm certain about a lot of things, one thing I'm not completely certain about is the future of the relationship. I know we both want similar things, but there are a lot of obstacles in the way. There are also some issues that we don't completely agree on. The biggest issue is children; I want to wait at least 5 more years while my partner wants kids much sooner. It's not a topic that we really talk about often, but I do wonder if it will cause issues sometime in the future. Another issue that I worry about is the financial stability of both of us. We both work jobs that lack stability and it makes it difficult to really 'settle down' together. We don't live together at the moment, so there is some uncertainty of what our relationship will be like once we begin sharing bills.",112,4,4,4,5,6,5.13
"There are many certains and uncertains in my relationship with my husband. I have been with him since our junior year of high school, so it is very certain that we have loved each other from the very beginning. We are certain of our life goals and where we want to end up as old retired couples. Or at least we have discussed this in casual musings every once in a while. We are certain that we want to be the best parents we can be to our three children. We are certain we want to raise them to be well mannered productive citizens. We are certain that his career is the bread winner and most likely always will be but my career goals aren't totally out of the equation either. There are just as many uncertains to our relationship as well however. We are uncertain if we have the same goals with how many children we want, as I want more and he does not. We are uncertain how the job security on his current employer, so we may have to move in order to receive more commitment from his labor union. We are uncertain about each of our roles in the maintenance of our house and land, as I am often overwhelmed with household chores and he rarely volunteers to help me. We are sometimes uncertain as to if we should follow separate activities and goals, that would lead us further apart instead of being together. I am sometimes uncertain about both of our commitments to each other, in the aspect of sexual desires, since we have only been with each other. There are many things both good and bad in our relationship.",128,3.5,3,4,4,5,4.94
I am certain of our committment to our 3 children together. I am also certain of our love for our family in general. I am uncertain of our overall destination as he has many career goals that affect me and cause me to leave my family back home. I am sometimes uncertain of his devotion to me especially when he is stressed. I am sometimes uncertain of his ability to see my worth as we have a little time to spend together and sometimes our lives don't intersect well. I am mostly certain of my love for him and my committment overall to our marriage. I am mostly certain of my wish to be with him lifelong and my desire to build a life with him. I am mostly certain about my desire to incorporate our ideals and pass them along to our kids. I am mostly certain about our devotion to having a successful life together financially and otherwise. I am uncertain at times if he needs certain things from me such as more attention or less. I am sometimes uncertain if he really understands what I can offer to him as some parts of our life don't match up and I need more attention from him when he wants to give less. I am uncertain about some of the choices we have made together. We have some difficulties lately from choices he has made financially and this is causing me some concern.,102,3.5,3,4,4,6,5
"I'm definitely certain on the future of our relationship, but we do have a lot of problems. We are engaged and currently planning our wedding, but have some disagreements about when and who to involve, for instance. We want to get married, but sometimes we fight about stupid things. We have some communication problems but we ultimately want the same goals for a family and each other. We do have disagreements about the level of family involvement in our relationship and future marriage. He grew up being very close to his large family whereas I grew up being fairly distant from my small family, and so we have differing expectations of how often to talk to family, how often to visit and arrange vacations with family, etc. I would rather focus on fostering our own relationship so that it is stronger for when we get married and start our own family. I am a little uncertain about our financial future. I am currently the breadwinner of the household and I bring in nearly twice as much as he makes. However, he is in an apprenticeship program and his future after getting certification is uncertain. He hopes to be able to have a job that would enable me to be a stay at home mom and I support this as well. I'm just uncertain to whether he could make that work. Sometimes it's uncertain about whether he's dedicated to that sort of thing, even though we talk about it often. His actions in real life don't always match what he says (although I could say the same for myself).",120,5,3,4,4,5,4.81
"I'm certain that my partner and I love one another and enjoy being together. We get along well, are compatible in our personalities, sexually and in other ways. We like many of the same things and can always find things to do, which we both enjoy. By and large, we communicate well and rarely have any strife. We do make each other happy. We each get along with the other's families. On the uncertain side of things, I'm unsure how much longer we will be together. She's very much of a mind to want to live together and eventually get married, but I'm not. I'm twice divorced and after the last time, I determined that I definitely don't want to ever get married again. I have no desire at all to put myself in that kind of position again, or go through that experience again. I don't even want to live with anyone else right now, if ever. This has begun to put a strain on our relationship and I suspect it may well end soon. While I still believe in love and romance, I don't believe in forever. Sadly, it is what it is. She feels I don't trust her and I'm not willing to make a real commitment. It's not that I don't trust her. I just don't trust her to still feel the same way about me several years down the road, as she does now. We're in a monogamous relationship, so I certainly feel committed. But I'm no willing to merge our lives to such an extent that it would be overly difficult separating things, if and when it comes to that.",123,3,3,4,4,5,4.69
"We started dating a few months ago, and I broke off the other relationship I had for this man. I find him more appealing in a sexual way and emotional to a point so far. But there are still a few things we need to have ironed out if the relationship is to continue.   I am certain we have a special attraction for one another, he is a gentle soul who is worth the ups and downs that I see already. He reminds me of my dad and I trust my dad a lot. I am trying to compare him to him a lot and although there is also a lot of other traits not like my dad, it is something that just helps reassure me about the future in a way for some odd reason.  He needs to know where I stand firmly on how I divide my time for instance. I am certain he loves me for who I am, but there are some times where he complains too much about how much I work. I do need to pay some bills so that has to be one of the biggest priorities for me. I don't like to depend totally on a man for living situations, I have said that to him before. He thinks we can just make it on his salary and it might be true but I still like to have my own money.  I need to understand why he has the need for attention from his other friends as much as he does. He seems to collect friends on Facebook for no apparant reason other than he doesn't have many other real life friends and the support he gets online is what helps him get by as well as mine too.",133,3.5,3,3,4,6,4.69
"I am certain that we both will continue to work towards maintaining our relationship.   We will continue to work to better ourselves.  Our commitment to each other as in our relationship and life partner is strong.  No matter what, I am quite sure that we will always be there for each other- always our each other's back.  I am very certain that I can depend on him for whatever life throws at me.  I know that he will always love me in some sort of a way.  I am certain as well that he will always do what is in his best interest before he looks at mine.  I have come to find through the years that he is a narcissist, and he can making things very confusing for me.  I am sure that if he was to make any decisions on anything, he will put his interests above all.    Unfortunately, I have more uncertainty that being certain about our relationship.  I am very unsure if I can trust him to be 100% transparent with me.  His sexual needs, wants and desires are very different from my own.   Because of this, it has caused him to stray in our relationship.  All of his indiscretions have been purely physical and not emotional.  Yet- It makes me question many aspects of our relationship.  Everything from honest and truth, to desires and wants.  I know he will love me always as a person, but I do question if he is truly in love with me.  Sometimes he makes his intentions very unclear and he can be difficult to read.  It leaves me in a position to assume and generally I am totally off key to what he is truly feeling or whats.",130,3,3,3,3,5,4.81
"The status of my relationship I think is somewhat good. I do not think I will be forever with this person because they are have flaws that I do not want to deal with long term, however this partner is satisfactory for now overall. The issues I am certain about is that this person and me are in a sexual relationship. I am certain that me and this person can get along. I am certain me and this person can be friends if/when the relationship ends. I am uncertain that me and this person could stay together. I think that is not possible over the long term because we both want different things in the end. I am uncertain that I would want this person to be the mother to my children. I am uncertain that this relationship is real when it comes to what we tell each other. I am uncertain that I could trust this person to not betray me over something that would harm their well being if they did not betray me. I am uncertain that this relationship is not one based on convenience rather than true romance. I am uncertain that my partner feels the exact same way about our goals that I do.",35,2,2,3,4,6,4.5
"Well, my relationship is a complicated thing. It started out as a distraction during a particularly depressive state. I occasionally find people to cyber/text with when I get bored. He grew on me and so we stayed in the relationship. I'm sorta coming out of my depression and that makes the relationship seem iffy somehow. I don't want to be in a relationship with someone who is more depressed than I am. Although that doesn't make much sense, since originally it was me that was more depressed than he was. But at least I acknowledge my depression and holy shit I didn't realize I felt this way. oh lord this is only 100 words. The things I'm certain of in my relationship are that he loves me. Or at least he very much needs me. I like taking care of people so at least our relationship fills that need. I also like not having ot pay rent or worry about bills. Those aren't really about the relationship though I guess. I am also certain he's an enabler. I don't know if he does it because he just doesn't care, or he does it because he likes me being chubby/fat. It's kind of annoying to be perfectly honest.",29,2,3,3,3,5,4.13
"My relationship has been in an odd state.  Last year we had a lot of problems.  My partner relapsed on his drinking, and I was very angry.  He spent the last year working on those things, and he is doing better.  But, in that year a lot of things struggled.  While my partner was in treatment, he wasn't working.  This put all the financial strain on me.  That was very stressful, and I was somewhat resentful that I had to be a caregiver.  In the last few months, my partner started working again, and that has helped.  We fight a lot less, but I think there are still big issues.  There is very little romance, affection, or sex in our relationship.  I have gained weight, and don't feel great about myself.  I get the feeling my partner isn't attracted to me anymore, but he won't admit it.  I decided to focus on fixing myself, and see what happens.  On the plus side, we are getting along a lot better, and I feel we are starting to work more as a team.  We spend more time doing leisure activities together, and we seem to enjoy being around each other.  That was missing in the past year.  We are also cautiously talking about future plans, which gives me a sense of hope.  I'd say things are improving, but until our sex life resumes normally, I'm not sure if I'll stay in this relationship.  Sex is important to me, and the lack of it makes me feel like my partner is just a roommate.  I'd say my relationship is a work in progress, and i'm not at all certain how things will turn out or where we'll end up.  I can say that things are better than they were a year ago, and that feels a lot better.",136,2,2,3,4,6,4
"The thing I am most certain about in my relationship is the fact that we will stick together no matter what kind of madness we go through. We both have depression and anxiety pretty badly, so we'll have freakouts, we'll have times when we blow up in each others faces. But since we're both quite aware of it, we're really good at managing it for both ourselves and each other. Our relationship is a very stable base for living life as a depressed person. Also, we're very good at doing what is best for both of us. Be it working, or food or anything, we always do it with each other in mind. Things I am uncertain about is how long it will last. While we support each other very well, we also have ever changing brain chemistry due to the antidepressants, we're changing our pasttimes and likes/dislikes due to therapy and antidepressants. So while we will always be available for each other, the passion and the love may change to really good friends that have sex occasionally. But in the end either way will be all good because Its been an amazing time and I've learned a lot that will benefit me for years to come.",26,4,3,3,5,6,3.94
Sometimes depending on the day I can feel very certain about my relationship simply because I think everything is going steady. Me and my partner sometimes can feel good about what we do because you have something special and a lot of times that cannot be replaced when you think about it. Sometimes you can feel very good about what you do since you have something good there in that sense. Sometimes I feel very good about my situation and in others I don't feel that good about the situation I'm in because I can feel very underappreciated and uncertain about the relationship that I'm in. You really never know how you're going to feel. It just depends on that mood and the overall way you feel about something. Sometimes I don't feel anything. But usually I feel good and I feel like I'm very certain about the relationship that I'm in and that we can make things work for the better with us because it's always a good thing to see that we are able to talk things out. Communication is very key overall because without it you'll probably always feel very uncertain about a relationship because you don't know what or how your partner feels about certain things or situations and scenario's that you have both been through. So communication plays a big factor into what and how you feel about a person and what you can do for them and they can do for you.,108,4,3,3,4,5,4
"I am certain that I love my husband, I do not think that will ever change.  For the most part, I think that he loves me and wants us to be together for the rest of our lives.  The thing that I am really uncertain about is his drinking problem.  When we first moved in with each other I noticed he was drinking a lot.  Within a month he became abusive.  I have left him about 15 or more times already.  Each time he would promise to do better and I would come back.  For 3 years he has been amazing.  The physical abuse stopped completely, and he only drank about 2 times a month.  Within the past two years he got a maintenance job and he has to work 7 days for the most part.  About a year and a half ago he started drinking regularly again and said he was under a lot of stress with his job and that he was always tired.  He still has not been physically abusive but now he is verbally and mentally abusive.  I have threatened to leave, but I love him and I know what kind of person he is capable of being.  I have begged and begged for him to please get some help.  He at this point does not think that he has a problem.  It upsets me very much and spend about 5 days out of the week crying myself to sleep.  I want to be with him and I love him but I just do not know how much more of this I can stand.  He has broken me down until I feel like there is nothing left of me.  I wonder if I do leave and stay gone for about a month if he will see that I am not playing and get help, but on the other hand I wonder if he will just drink even more and end up doing things that he will later regret.  I am certain about how much I love him, but I am also certain that I cannot take much more of this.",148,1.5,3,3,2,6,4.88
"Some things that are certain about this relationship are that, I do most of the house work. She hardly ever cleans anything, I do the laundry, she always TALKS about doing the laundry but never does. She never does the dishes. NEVER. I have to make the bed, sweep, tidy up the junk around. Don't even get me started on the junk she has laying around. I just want to pick it all up and put it on her desk. I'm certain that I'm stuck in this relationship.I know that is stupid to say, but I'm stuck. I don't think I want to break up with her, I've stuck it out this long right? Over 3 years. I'm very certain I'm going to stay with her. I'm certain she is ruining my friendships with my friends. I never get to see them, If I do hang out with them GOD FORBID I'm with them for more then 1 hour If I ever want to do something I have to ask and beg. But if she wants to go do something, I better let her or do it with her our she pouts like a baby. As far as things I'm uncertain about, I'm uncertain if she is even trying in this relationship. Maybe she feels the same way, she is going this stuff on purpose to try and get me to leave her. Maybe she wants to leave me to, but she is scared to also. I'm very uncertain what she wants out of this. I'm uncertain if I ever want to be in it anymore. Why do I stay? She stops me from doing what I want in life! Its like a terrible drug addiction that I can't quit even though it is hurting me, I know I would be so much more happy alone. I just want to be alone.",138,1,2,3,2,6,4.88
What I'm certain about is how well we know each other. How good we get along and how much we've been through. I'm certain that we do love each other. I'm certain we are a good match and have stuff in common. I'm certain we've had our good times and our bad times. I'm certain that there are bad times to come since we've been going through bad times for the past few months. I'm uncertain whether or not we're going to stay together. I'm uncertain whether or not I still feel the same way I used to. I'm uncertain about a lot of things in my relationship right now. It's kind of like we're just so used to each other and that we're almost roommates. It's really hard to tell where things will go from here. Some days I wake and think that I still love them but there are times when I just want to break up and go explore the world around me and get into different relationships with other people. It's almost like I'm just bored and I don't know if just being bored is justified to end a long relationship or not. I'm just uncertain about many things.,8,3,1,3,4,6,3.81
"I am certain about our relationship because we have children together.  This makes our relationship much more concrete and real because there are other lives involved in it.  We have a life together, we have pets, we have two very small children, and we have mutual goals that we have set together.  I know that he sees a future together because he believes that if we have kids, we are together for life, so I know where he stands.  He does not believe in raising children separately.  I also know that we are together, and we are actively trying to work on our problems and ourselves together. However, aside from those things, I feel very uncertain about our relationship for a number of reasons.  For one, my boyfriend is an ex criminal who is on parole, and he has had some very close calls to violating, so there is still a chance he may go back to prison.  He is okay for half the time, but the other half he is reckless, violent, obnoxious, dangerous, unruly, and defies authority.  Also, he has a very hard time keeping a job, so our finances are constantly in a whirlwind.  They are always changing and I had the instability, and it makes me want to leave him.  Aside from those things, he is an alcoholic and he gets rude, mean degrading, and abusive when he is drunk.  So I am uncertain that I will stay with him.",101,2,3,3,2,6,3.94
"I am certain about our relationship because we have children together.  This makes our relationship much more concrete and real because there are other lives involved in it.  We have a life together, we have pets, we have two very small children, and we have mutual goals that we have set together.  I know that he sees a future together because he believes that if we have kids, we are together for life, so I know where he stands.  He does not believe in raising children separately.  I also know that we are together, and we are actively trying to work on our problems and ourselves together. However, aside from those things, I feel very uncertain about our relationship for a number of reasons.  For one, my boyfriend is an ex criminal who is on parole, and he has had some very close calls to violating, so there is still a chance he may go back to prison.  He is okay for half the time, but the other half he is reckless, violent, obnoxious, dangerous, unruly, and defies authority.  Also, he has a very hard time keeping a job, so our finances are constantly in a whirlwind.  They are always changing and I had the instability, and it makes me want to leave him.  Aside from those things, he is an alcoholic and he gets rude, mean degrading, and abusive when he is drunk.  So I am uncertain if I want to stay with him.",103,2,2,3,3,5,3.75
"I think it is a really complex and difficult relationship. On one end I am sure that this person has good feelings for me, I am certain on that, however, exactly what it is, I have no clue; I can't really tell if this person actually loves me, or is just emotionally attached to me. I really have no clue where this is going to end, I really do wish the best for this relationship, I would love to spend the rest of my life with this person, but unless we make some changes, it is not going to happen. So there are a lot of things I am certain and uncertain about. Many things I am negative about but at the same time many things I am positive and happy about. I am uncertain if we are gonna last at all, I am uncertain of what exactly it is she feels, what she wants, what she hopes and wish for. I am certain that she is a good and caring person, with nice feelings and good intentions. At the end of the day, if we both still care and feel for each other, is just to keep pushing, keep the wheels spinning and hope for the best.",30,2,2,3,4,6,3
"Overall I feel more uncertain about my relationship than certain. I often question the longevity of our relationship and also my commitment to my partner and vice versa. I am uncertain if my partner is still interested in me sexually, and that is a major worry that is constantly on my mind. Since I have known my partner for so many years, it is easy to tell when he is being untruthful about his thoughts and feelings. Here lately it seems like he is not attracted to me anymore, and will just tell me what I want to hear without actually being meaningful about his words. I often question if my partner is tired of me and ready for someone new. The only thing I am certain about at this point is our goals regarding our finances and children. I am certain we both stand on the same page when thinking about our commitments we are obligated too which are necessary for survival. We have common goals when it comes to what we would like to achieve in the future. I am certain that my partner would never leave me to fend for myself without warning, in the event he did feel it was best to go separate directions in life.",38,2,2,4,3,6,2.94
"well, i'm certain that my partner is a pretty nice person, and i want to have him in my life in some capacity. he has a lot of good ideas and we've been planning on starting a business together since we've known each other, and i think we would be successful at it if we end up doing it, because we're essentially good friends with the same goals. but i'm uncertain that i want to be in a romantic relationship with my partner, because we've been fighting a lot about stupid things that i think are just based on fundamental differences with us. if we were not romantically involved these things probably wouldn't matter, but because we're so in each other's business all the time, the small differences get annoying. also, because i'm his partner, i feel like i have to preserve his feelings and i can't really be forceful or lead in anything we do together, because if i do that it hurts his ego. maybe if we were just friends, instead of partners, that wouldn't be as much of an issue, because he would see us more as equals. but, i'm also not sure that there's any way to end the romantic part of our relationship and keep the friendship part intact. i don't want to lose my best friend, but i also don't think this relationship is good for either of us as it is.",92,2.5,2,2,4,6,2.81
"We generally don't talk about our relationship anymore because we did that for the entire relationship up until last year when it became clear to me that this relationship is going nowhere. My partner is not psychologically aware of himself, his goals, or what he wants in life, which is completely opposite of myself. He's also a pretty immature and selfish person. I have tried for a long time to get him to go to therapy so that he could work on himself but he just doesn't because he has found comfort in his routine of being depressed and anxious, working the bare minimum to get by (doesn't contribute to savings), and playing video games non-stop on his downtime. I would say the only certainty in our relationship is the uncertainty of everything about it. That, and we still manage to have the best sex of our lives despite nearly hating each other. I am uncertain of everything else. I do not love him the way I used to love him and I think now I only love him because I feel bad for him. I am no longer in love with him. I'm not even sure he loves me. I would have left this relationship years ago but I am not financially able to yet due to some physical and mental health problems I have and I do not have any friends or family or a support system. We are basically staying together for financial ""security"", if you can call it that. He is my friend.. but he's no longer my best friend. I often wonder what I saw in him in the beginning and why I chose to be with him. The only answer I have to that is that I have grown so much in these past 5 years and I am no longer the person I was then.",139,1.5,1,4,2,6,4.81
